Level,Recommendations,Course,Area,Level 
1,instructional material module produce faculty member submit review approval instructional material development committee,Management,Area3,
1,conduct another tracer study determine employability cooperative management graduate recent year,Management,Area3,
1,continue faculty development seminar training especially area cooperative management conduct meet demand curriculum,Management,Area3,
1,course outline also indicate complete date revision school year,Management,Area3,
1,student copy curriculum sheet indicate number lecture laboratory hour another column also suggest grade easy monitoring student academic performance,Management,Area3,
1,proper documentation ever curriculum revision schedule cooperative management suggest cover process record purpose,Management,Area3,
2,improve integrity thesesresearch paper strengthen defense process expert service external evaluator sought dean per recommendation department chair thesis adviser honorarium however increase additional fee give compensate effort cover expense include not_limited gasoline food also thesesresearch paper subject plagiarism grammar check,Management,Area3,
2,need periodically review curriculum meet exigency time undertaking however require involvement entire academic community include alumnus representative industry ensure academe time demand industry likewise proper documentation observe ie letter invitation attendance sheet minute proceeding picture among others include among document,Management,Area3,
2,faculty member encourage preparedevelop book instructional material respective subject evaluatedreviewed highly competent expert observe rigid standard protocol include copyright,Management,Area3,
2,age modern technology everyone internet facility faculty member venture develop caitype computeraidedinstruction module learn package also consider expose student often various academic pursuit lakbayaral exposure trip national conference forum cooperative different topic related course relatedundertaking hence teachinglearning process enjoyable interest part faculty member student,Management,Area3,
2,conduct seminarworkshop training test construction measurement evaluation test result base properly formulate table specification require workshop output include critique edit test administer also suggest,Management,Area3,
2,prioritize creation consortiapartnerships networkinglinkages academic high education institution end view provide access instructional material journal likewise consider networking national international linkage take advantage internet e communication collaborative effort faculty member alumnus connection respective workplacesorganizations linkage however document support memorandum agreement,Management,Area3,
2,student membership recognize organization national international must give attention,Management,Area3,
2,encourage faculty member graduate student engage collaborative research fund university funding agency however base university college priority beneficial entire academic community,Management,Area3,
2,conduct indepth study productivity faculty member academic performance graduate student level success graduate serve mechanism gathering feedback stakeholder improve operation management college,Management,Area3,
2,support document evidence every item complete systematically arrange neatly package,Management,Area3,
1,student service division ssd consider allocation procurement psychological test university psychometrician encourage undergo training handle various psychological test could allow purchase,Management,Area4,
1,result psychological test productively transmit immediately concerned unit guidance counsellor could provide immediate inputcounselling student,Management,Area4,
1,aside office guidance counsellor student service office consider provision counsel cubicle college counsel unit ensure privacy counsel session,Management,Area4,
1,collaborative tracer study consider priority study faculty get feedback student perform graduation get input curricular revisionenrichment,Management,Area4,
1,department chair consider system monitoring religiously academic advise consultation attend faculty,Management,Area4,
1,rehabilitation old dormitory consider top priority not_to compromise safety comfort resident,Management,Area4,
1,university consider upgrade sport facility equipment cope requirement program function room gymnasium consider,Management,Area4,
1,data generate regard student dropout rate transferee shifter need process analyse provide policy direction college administrator,Management,Area4,
1,puttingup departmental student publication consider provide student venue artistic expression voice opinion also serve venue information dissemination,Management,Area4,
1,university take high priority provision drinking fountain provide student ready potable water student centre consider also disbursement student development fee,Management,Area4,
1,college dean department chairperson encourage communicate action take regard issue raise student student dean dialog promote transparentopen communication student,Management,Area4,
2,additional guidance counselor hire meet counselorstudent ratio stipulate ched policy,Management,Area4,
2,revise enrich university guidance manual submit approval board regent,Management,Area4,
2,university provide ideal space guidance counsel equip necessary amenity project cozy appeal atmosphere student come counsel,Management,Area4,
2,revisit organizational structure ssdo indicate clearly line coordination unit,Management,Area4,
2,rule regulation male female dormitory post conspicuous place,Management,Area4,
1,effective selection document include base survey instrument consider focus document relevant program review,Management,Area5,
1,effective friendly way present packaging document consider,Management,Area5,
1,publication research result seriously consider,Management,Area5,
1,consider effective monitoring evaluation research activity,Management,Area5,
2,faculty student encourage conduct relevant collaborative research,Management,Area5,
2,student research utilized explore presentation forum publication andor purpose utilization commercialization,Management,Area5,
2,faculty research focus cooperative management program conduct publish,Management,Area5,
2,faculty member program survey maybe encourage conduct programspecific research,Management,Area5,
2,suggest faculty official department explore potential funding source relevant research project local national government agency,Management,Area5,
1,sustain projectsactivities schedule monitoring evaluation certain critical stage life span project,Management,Area6,
1,include vmgos organizational structure document,Management,Area6,
1,semipermanent big poster preferably tarpaulin strategic place wider dissemination,Management,Area6,
1,motivation followup lecture periodically conduct,Management,Area6,
1,periodic monitoring project give faculty,Management,Area6,
1,since extension project cbea dura dissemination assistance cover adopt beneficiary,Management,Area6,
1,consider high soft loan,Management,Area6,
1,ensure benefit extension program enjoy wide number participant,Management,Area6,
2,student encourage participate relevant bscmrelated extension project showcase maximum potential cooperative management communitybased cooperative project,Management,Area6,
2,establish replanning activity base feedback major stakeholdersclienteles include interventionsupport strategy sustain impact project,Management,Area6,
2,suggest proper documentation packaging project specifically program survey relation monitoring evaluation,Management,Area6,
2,faculty student encourage conduct programspecific extension project,Management,Area6,
2,suggest student allow acquire skill conduct communitybased cooperative activity often,Management,Area6,
2,college bscm program encourage source fund external partnerslinkages relevant extension program,Management,Area6,
1,enhance policy preservation general care welfare library material,Management,Area7,
1,functional library integrate system generates necessary service report,Management,Area7,
1,provide separate area additional computer unit online research purpose library information technology center,Management,Area7,
1,consider rearrange library setup maximize area,Management,Area7,
1,continuously enhance collection per curricular offering,Management,Area7,
1,additional airconditioning unit instal library make place conducive learn,Management,Area7,
1,continuously enhance filipiniana collection library,Management,Area7,
2,collection development policy program survey formulate serve guide preparation book development plan major field specialization policy formulate review evaluate library committee,Management,Area7,
2,continuous acquisition book recent edition major subject specialization program survey prioritize support instructional research need mmsu academic community,Management,Area7,
2,need expedite rehabilitation library building particularly west wing area affected typhoon service section locate affected area need full operation comply high level accreditation support need mmsu library user,Management,Area7,
2,library environment improve instal acquire airconditioning unit reading area service section make conducive learn maintain humidity need collection electronic equipment,Management,Area7,
2,library coordination department explore way mean preserve conserve vast collection vertical file archival collection provide digital copy college reading center wider access student faculty,Management,Area7,
1,install vicinity map development plan main entrance university,Management,Area8,
1,maintain cleanliness inside outside building restroom hire contractual staff,Management,Area8,
1,continue make college conducive place learn improve size room continuous expansion,Management,Area8,
1,window building repair,Management,Area8,
1,library book museo ilokandia artifact must secure place airconditioned room make last longer,Management,Area8,
2,campuscollege develop solid waste management program say program become basis come welldefined comprehensive sustainable way handle solid waste,Management,Area8,
2,student college remind often practice proper waste segregation notice garbage bin already label not_function intend purpose biodegradables non biodegradables still dispose bin student furthermore college consider put material recovery facility far encourage recycle among student,Management,Area8,
2,college ensure fire extinguisher purchase refill reach expiration date ensure school population safety strengthen capability respond case emergency,Management,Area8,
2,order far strengthen college capability respond emergency especially case fire student faculty nonteaching personnel give orientation available fire extinguisher,Management,Area8,
2,amidst threat possible earthquake strike us anytime conduct fire earthquake drill must conduct regularly order ensure readiness school community calamity strike,Management,Area8,
2,college consider post signage guide visitor different office classroom building,Management,Area8,
2,order fully ensure access mobility person disability pwds concrete pathway redesign make friendly individual special need though building pathway already make adaptive,Management,Area8,
2,campus designate safety officer pollution control office tasked ensure safety campus college implement solid waste management program campus respectively,Management,Area8,
2,college administration consider provide signage along cover pathway low roof prevent possible accident injury,Management,Area8,
2,student council provide assistance college way help cleanliness area help administration campaign vandalism,Management,Area8,
1,always indicate date last inventory equipment take place inventory sheet sign person inventory reference purpose,Management,Area9,
1,big space cooperative management simulation room provide student would enough space implement different activity cooperative management,Management,Area9,
2,college consider find new laboratory room major subject student laboratory cooperative office setup must provide wider area provide furnishing appear office meeting also held,Management,Area9,
2,ecological solid waste management plan craft ensure proper laboratory waste disposal,Management,Area9,
3,wide dissemination possible mean vision mission university goal objective college print mass medium regularly consider order increase level awareness clientele particularly college,Mathematics,Area1,
3,regular research level awareness vision mission university together goal objective college curricular program foster realization,Mathematics,Area1,
4,revisit objective mathematics program consequently revision deem necessary cmo no_series refer formulation program outcome,Mathematics,Area1,
4,dissemination awareness internalization vivigo among student sustain incorporate student cocurricular extracurricular activity andor post classroom,Mathematics,Area1,
4,full compliance recommendation give previous visit consider,Mathematics,Area1,
3,document make available last five year e performance rating various administrative personnel,Mathematics,Area10,
3,late survey instrument evaluation ease burden work time,Mathematics,Area10,
3,document kept make available area arrange compile properly,Mathematics,Area10,
3,student handbook approve bor,Mathematics,Area10,
3,student directory alumnus directory uptodate tracer study make effect,Mathematics,Area10,
4,function library student administration academy related office suppose vpaa indicate newly approve original structure reflect operation manual,Mathematics,Area10,
4,program survey ensure follow document place compliance report document previous accreditation survey visit b memorandum agreement mou linkage c faculty development program college monitoring evaluation program activity project,Mathematics,Area10,
4,enhance participation stakeholder budgeting planning process,Mathematics,Area10,
4,consider inclusion operation manual employee personnel benefit privilege single parent b leave benefit woman c rehabilitation leave benefit,Mathematics,Area10,
4,consider devise totalinstrument monitor evaluate plan program activity project,Mathematics,Area10,
3,faculty biology mathematics involve research extension activity,Mathematics,Area2,
3,one hundred percent biology mathematics professor develop instructional material workbook module etc instructional material prepared beautifully,Mathematics,Area2,
3,member accreditation task force check carefully survey instrument previous present evaluation avoid inconsistency,Mathematics,Area2,
3,system filing document alright still room improvement,Mathematics,Area2,
3,document every area properly sign concerned signatory,Mathematics,Area2,
3,faculty biology mathematics become member least one scientific organization honor society,Mathematics,Area2,
4,compliance recommendation phase ii level ill selfsurvey highly recommend,Mathematics,Area2,
4,provision sufficient document per indicator parameter suggest,Mathematics,Area2,
4,unnecessary document weed relevant accurate timely complete document include appropriate file folder support different benchmark statement instrument,Mathematics,Area2,
4,proper ear tag provide file folder facilitate evaluation document,Mathematics,Area2,
4,review individual class schedule remove straight whole day especially science class,Mathematics,Area2,
4,number student per class stipulate cmo requirement observe,Mathematics,Area2,
4,review improve staff development plan include retirement program manpower maintenance prominent scheme,Mathematics,Area2,
4,specify budget manpower development,Mathematics,Area2,
4,encourage faculty research extension activity sustainable r program,Mathematics,Area2,
4,design sustainable gad program ca,Mathematics,Area2,
4,organize exhibit file separate box,Mathematics,Area2,
4,label likewise bound document,Mathematics,Area2,
3,classroom instruction enrich hold regular forum symposium seminar workshop professional lecture,Mathematics,Area3,
3,every faculty member encourage developproduce yearly update instructional material instructional purpose,Mathematics,Area3,
3,research correlational study faculty performance student achievement conduct,Mathematics,Area3,
4,since system im development already place faculty member encourage write book manual workbook augmentsupplement limited number reference material particularly major course,Mathematics,Area3,
4,department chairdean conduct formal unannounced classroom observation even semester monitor performance faculty student result discuss faculty concerned necessary,Mathematics,Area3,
4,faculty explore innovative teach approachesstrategies learner center experimental study determine effectiveness teach strategy likewise conduct,Mathematics,Area3,
4,provide opportunity enrich faculty student knowledge skill reading faculty include less textbook reference e boo journal etc,Mathematics,Area3,
4,department explore marketing strategy attract prospective student enroll program particularly stem track,Mathematics,Area3,
4,grade student college adopt authentic type assessment focus performancebased outcomesbased rather traditional paperand pen test obesyllabus template likewise revisit include simple yet important information,Mathematics,Area3,
4,prerequisite course reflect course syllabus jibe prescribed curriculum,Mathematics,Area3,
4,packaging relevant document still need enhance adequacy likewise consider,Mathematics,Area3,
4,compliance recommendation give previous visit include adequacy support document give utmost preferential attention,Mathematics,Area3,
3,mathematics program enthusiastically promote arrest low dwindle student enrolment research conduct acceptability mathematics program among secondary graduate,Mathematics,Area4,
3,budget allocation student service increase study conduct feasibility increase budget allocation,Mathematics,Area4,
3,research student graduate need problem performance conduct study student performance mathematics difficulty mathematics identification factor affect undertaken likewise graduate tracer study conduct,Mathematics,Area4,
3,define student development program project mathematics student design implement,Mathematics,Area4,
3,continuous regular monitoring evaluation student development program project related activity,Mathematics,Area4,
3,systematic continuous documentation student development program project related activity pursue vigorously college department newsletter publish disseminate,Mathematics,Area4,
4,student service unit look organize coordinate university cooperative let mmsu student come associate member,Mathematics,Area4,
4,full time license guidance counselor would help facilitate efficient delivery service client,Mathematics,Area4,
4,specific provision ra right privilege disabled person include student handbook presentation publication student affair service research national international level aside institutional level highly encourage,Mathematics,Area4,
4,document gather compile checked relevancy accuracy timeliness completeness submit accreditation,Mathematics,Area4,
4,mmsu dormitory repair improve provide need facility create healthy home atmosphere occupant,Mathematics,Area4,
4,recommend result different test administer guidance counselor properly utilized come relevant intervention activity address need student,Mathematics,Area4,
4,inclusion gender disability sensitivity rule student handbookmanual maybe consider facilitate understand dissemination information,Mathematics,Area4,
4,appropriate relevant support document term color pictorial communication accomplishment report actionoperational plan program listing duly sign provide,Mathematics,Area4,
3,review revise filing system document base new instrument aaccup strongly suggest,Mathematics,Area5,
3,increase much possible participation student alumnus government representative planning research agenda,Mathematics,Area5,
3,increase number faculty member engage conduct research line area specialization,Mathematics,Area5,
3,enhancement college science research center must give attention research culture could establish,Mathematics,Area5,
3,provide flexible research incentive among faculty member especially involve research,Mathematics,Area5,
3,verification signatory document must give attention,Mathematics,Area5,
3,formulation clearcut policy provide specific sanction violate say policy ipr advise,Mathematics,Area5,
3,development committee oversee development production instructional material consider,Mathematics,Area5,
3,form information dissemination research output must give attention abstract also publish school paper ensure large scope circulation also suggest brochure flyer every research undertaking require,Mathematics,Area5,
4,research operation manual need revisit address recent development university along governance thrust administration,Mathematics,Area5,
4,suggest science technology journal publish regularly avenue dissemination research output faculty student,Mathematics,Area5,
4,recommend piece evidence provide show research output publish refereed journal nationalinternational circulation,Mathematics,Area5,
4,administration consider allocation fund support student research activity fund warrant,Mathematics,Area5,
4,technology knowledge generate research undertaking package transfer intend clientele beneficiary,Mathematics,Area5,
4,departmentprogram survey revisit research agenda make comprehensive include detail name researcher period study budget schedule implementation,Mathematics,Area5,
4,need revisit exist faculty development program encompass holistic development faculty far design capture longrange plan relate enhancement research capability faculty,Mathematics,Area5,
4,mature technology generate research activity potential commercialization consider,Mathematics,Area5,
4,administration devise strategy encourage increase participation faculty conduct research,Mathematics,Area5,
4,document duly sign concerned authority,Mathematics,Area5,
3,department mathematics follow closely guideline regulation set forth university manual operation extension reorientation manual conduct,Mathematics,Area6,
3,design extension program project base need problem adopt community research need problem adopt community undertaken result research baseline information design program project,Mathematics,Area6,
3,regular monitoring evaluation extension project undertaken effective efficient monitoring evaluation system design appropriate instrument monitoring evaluation also developed,Mathematics,Area6,
3,faculty member department mathematics actively participate extension community involvement project related activity,Mathematics,Area6,
3,adopt community encourage participate actively planning implementation monitoring evaluation extension project,Mathematics,Area6,
3,department mathematics exert effort generate additional fund extension program,Mathematics,Area6,
3,wider dissemination extension program make,Mathematics,Area6,
3,systematic continuous documentation extension program related activity pursue vigorously,Mathematics,Area6,
4,present adequate update proof show student participate planning organization implementation monitoring evaluation extension program implement department,Mathematics,Area6,
4,propose study determine impact extension program enhancement quality life clientele maybe implement soonest possible time administer preassessment quality life clientele along social economic professional among others b implement extension program clientele c monitoring evaluate conduct extension program status beneficiary analyze interpret result monitoring evaluation extension program order address issue concern improvement extension program implement e administer postassessment quality life clientele three five year implementation say extension program f treat statistically result two assessment determine change quality life clientele indicates impact extension program implement success story could also sought clientele validate result impact study,Mathematics,Area6,
4,suggest budget allocation extension program college specify expense incur along expert service human resource transportation supply material incidental expense work financial plan extension activity could source information matrix construct purpose,Mathematics,Area6,
4,present enough piece evidence illustrate budget extension program program survey utilized plan,Mathematics,Area6,
4,recommend adequate update document present indicate result monitoring evaluation different extension program project activity utilized input replanning future extension activity implement program survey,Mathematics,Area6,
4,program survey consider present adequate update document support benchmark statement aaccup instrument far document cover rating period make sure document duly sign authority concerned,Mathematics,Area6,
4,administration college art science revisit faculty development program make functional holistic design longrange program enhance extension capability competence faculty member,Mathematics,Area6,
4,present enough document show full active participation community monitoring evaluation extension program,Mathematics,Area6,
4,administration program survey devise mechanism motivate faculty member actively participate different extension activity undertaken,Mathematics,Area6,
4,much possible accreditation task force exert effort fully comply recommendation last survey visit,Mathematics,Area6,
4,present adequate proof indicate knowledge skill acquire clientele extension program department fully utilized,Mathematics,Area6,
3,adaptation integrate library system facilitate organization faster access library collection,Mathematics,Area7,
3,continue program staff development,Mathematics,Area7,
3,improve ventilation reading area especially summer month,Mathematics,Area7,
3,possible feasible install air conditioning unit area rare exhibit collection displayed prevent rapid deterioration material,Mathematics,Area7,
4,suggest director library implement activation personal data clientele system management acquire security antenna make integrate library system functional,Mathematics,Area7,
4,suggest furniture shelf refurbish enliven area aesthetic reason,Mathematics,Area7,
4,necessary library director acquire efficiency adequacy service follow filipiniana book b airconditioning unit,Mathematics,Area7,
4,also recommend collection old edition book weed regularly make relevant trend time addition sustain purchase professional book late edition adequacy research work,Mathematics,Area7,
4,encoder resource integrate library system focus task able encode available resource easy retrieval material stakeholder,Mathematics,Area7,
4,keep add best practice enhance teachinglearning process,Mathematics,Area7,
3,fund available airconditioning facility improve hardworking faculty mathematics department,Mathematics,Area8,
3,chair table prove faculty room,Mathematics,Area8,
3,locker provide faculty member,Mathematics,Area8,
3,construction cubicle guidance office recommend fund available,Mathematics,Area8,
3,label box contain various material different area post identification area consequently save time accreditors local task force,Mathematics,Area8,
4,certificate building occupancy dpwh secure post every building,Mathematics,Area8,
4,budget warrant major repair roof ceiling teatro llocandia one landmark mmsu consider,Mathematics,Area8,
4,periodic pest control inspection facility university,Mathematics,Area8,
4,budget warrant provision spacious student center lounge equip facility need student consider,Mathematics,Area8,
4,construction spacious ventilate screen door window satellite canteen cafeteria cafsd consider fund available,Mathematics,Area8,
4,railing comfort room person disability pwds instal,Mathematics,Area8,
4,mechanism monitor cleanliness orderliness comfort room give due importance,Mathematics,Area8,
4,fund available stateoftheart classroom instal interactive board multimedia equipment consider college,Mathematics,Area8,
3,separate hazardous chemical commonly one separate storage room acid material produce fume,Mathematics,Area9,
3,place microscope cabinet preferably airconditioned room away chemical,Mathematics,Area9,
3,repaint laboratory room,Mathematics,Area9,
3,repair laboratory sink cabinet drawer soon possible likewise immediate repair equipment important,Mathematics,Area9,
3,provide biology student individual locker keep laboratory material material need study,Mathematics,Area9,
3,hire additional laboratory technician,Mathematics,Area9,
3,provide shower area laboratory room,Mathematics,Area9,
3,treat chemical waste properly disposal,Mathematics,Area9,
3,maintain cleanliness orderliness laboratory,Mathematics,Area9,
3,put fire extinguisher proper place,Mathematics,Area9,
3,laboratory manual subject also available preparation room,Mathematics,Area9,
3,separate roomoffice near stockroom provide laboratory technician avoid much exposure chemical,Mathematics,Area9,
3,administration float idea give hazard pay personnel expose various toxic material conduct research,Mathematics,Area9,
4,unserviceable equipment still kept laboratory room need dispose maximize area,Mathematics,Area9,
4,calibration equipment skilled technician dost supplier specific equipment not_available,Mathematics,Area9,
4,inventory laboratory equipment not_properly document date inventory conduct conduct no_signature,Mathematics,Area9,
4,shower washer room immediately instal make available time emergency,Mathematics,Area9,
4,put signage directs location laboratory facility installation label equipment aside glue property sticker proper identification,Mathematics,Area9,
1,tabulate analyze interpret survey awareness among faculty,Nursing,Area1,
1,conduct study acceptability among faculty student stakeholder,Nursing,Area1,
2,college revisit review objective nursing program possibly include aesthetic cultural value one important component curricular program,Nursing,Area1,
2,conduct research study level awareness acceptability external stakeholder fully understood utilize medium television enhance onair radio wider dissemination,Nursing,Area1,
2,good educational practice implementation plan activity towards ultimate goal attain university vision goal objective program sustain,Nursing,Area1,
psv,statement available displayed see minimal evidence show stakeholder participation review revision awareness acceptability not_evident,Nursing,Area1,
1,college organizational chart need revise way administrative staff directly supervision dean,Nursing,Area10,
1,board regent approve university student handbook nursing student handbook,Nursing,Area10,
1,inventory serviceable nonserviceable equipment need update,Nursing,Area10,
2,institution revisit mmsu code integrate new provision attune challenge globalization asean integration towards attainment vision mission goal objective,Nursing,Area10,
2,college endeavor produce separate college manual lift university code,Nursing,Area10,
2,college encourage establish international linkage networking faculty member engage professional growth,Nursing,Area10,
2,conduct relevant academic activity improve practice towards attainment university vision one best university world sustain,Nursing,Area10,
psv,provide documentary show student unending relationship administration faculty,Nursing,Area10,
psv,document participation academic unit budget preparationallocation andfinancial management,Nursing,Area10,
psv,listing serviceable nonserviceable equipment annual report,Nursing,Area10,
psv,provide document result personnel evaluation improve performance delivery service,Nursing,Area10,
1,faculty without clinical work experience allow report secondary tertiary hospital vacation order gain skill necessary clinical instructor,Nursing,Area2,
1,master degree nursing condition change status faculty probation temporary permanent,Nursing,Area2,
1,faculty encourage specialize major area nursing master degree ms mcn phc,Nursing,Area2,
1,follow dbm ruling faculty overload,Nursing,Area2,
1,faculty encourage update membership professional organization not_just comply requirement nor_get point professional responsibility,Nursing,Area2,
2,faculty member encourage finish master degree compliance ched memo,Nursing,Area2,
2,faculty member encourage conduct research not_only line finish master degree upgrade teach effectiveness knowledge relevant field discipline subject handle,Nursing,Area2,
2,department pursue initiative allow faculty handle student clinical area correlation continuity theory taught skill practice rle area,Nursing,Area2,
2,review faculty load hereby recommend take consideration extension research schedule faculfy make feasible faculty member conduct actual research extension outside designate work teach function,Nursing,Area2,
2,faculty staff development plan include plan training area specialization,Nursing,Area2,
2,instructional material utilized faculty evaluate technical review committee program chairperson issue certification utilized faculty,Nursing,Area2,
psv,majority faculty master degree line bachelor degree faculty member department pharmacy lisensed faculty development plan follow need develop research capability faculty committee instructional material development need create,Nursing,Area2,
1,manual nursing procedure faculty student produce,Nursing,Area3,
1,clinical teach plan sign team prepared immediate supervisor dean,Nursing,Area3,
1,course syllabus contain placement subjectconcept school year propose venue rle component conduct date revisedupdated,Nursing,Area3,
1,faculty try develop instructional material,Nursing,Area3,
1,stateoftheart amphitheatertype nursing skill laboratory need provide take consideration adequacy space equipment tray bed doll etc,Nursing,Area3,
2,bsn curriculum revisit follow area concern inclusion iv therapy return demonstration compliance nursing law doh policy guideline concern iv insertion exposure student clinical area specifically derma not_be priority compare major field rle affiliation subject information technology health economics give nursing faculty teach load prescribed adpcn focus student learn weekly rotation emphasize rather daily basis deprive continuity care,Nursing,Area3,
2,faculty develop manual procedure nursing student per level complete correspond evaluation tool every procedure manual also instruction nbc rank,Nursing,Area3,
2,storeroom provide instructional material safely kept,Nursing,Area3,
2,college nursing encourage establish international linkage faculty member actively engage professional development,Nursing,Area3,
2,college acquire video room virtual facility educational film show purpose delivery instruction,Nursing,Area3,
psv,syllabus must sign date include table specification learching strategy also part syllabus documentation administration student dialogu encourage analysis result tracer study need fast tracked system award recognition graduatory student could formulate,Nursing,Area3,
1,orientation small group question entertain,Nursing,Area4,
1,frequent dialoguesconference student problem academic personal lessen trauma stringent retention policy,Nursing,Area4,
1,ratio one guidance counselor student not_be follow budgetary constraint peer counselor train,Nursing,Area4,
2,qualification standard guidance counselor pertinent csc requirement implement,Nursing,Area4,
2,ched requirement guidance counselorstudent ratio comply,Nursing,Area4,
2,food preparation area screen food handler require wear sanitary accessory hair net face mask ensure food safety sanitation,Nursing,Area4,
2,grant scholarship andor financial assistance pwds ip consider,Nursing,Area4,
2,implication prohibition admission person disability pwds especially light law protect study,Nursing,Area4,
psv,profile ssp staff need update make available update sign inventory facility equipment ssp necessary conduct regular orientation monitoring scholar,Nursing,Area4,
1,increase much possible participation student alumnus government representative planning research agenda,Nursing,Area5,
1,faculty member handle nursing subject encourage action research collaboration professor,Nursing,Area5,
1,enhancement record utilization nursing thesis research center highly recommend,Nursing,Area5,
1,astringent implementation issuance memorandum receipt property must observe,Nursing,Area5,
1,flexible incentive must give faculty member especially involve researchesthesis write,Nursing,Area5,
1,check load system clinical instructor give time research undertaking,Nursing,Area5,
1,verification signatory document must give attention,Nursing,Area5,
1,formulation clearcut policy provide specific sanction violate say policy ipr advise,Nursing,Area5,
1,development committee oversee development production instructional material consider,Nursing,Area5,
1,form information dissemination research output must give attention abstract also publish school paper ensure large scope circulation also suggest brochureflyers every research undertaking require,Nursing,Area5,
2,faculty invest time research harness new knowledge broaden nursing education,Nursing,Area5,
2,college need engage collaborative research local national international endeavor,Nursing,Area5,
2,research output present various forum national international setting,Nursing,Area5,
2,outsource increase funding support research assistance explore,Nursing,Area5,
2,student participation formulation college research agenda consider,Nursing,Area5,
psv,stakeholder must participant formulation research agenda research facility equipment need inventoried properly faculty program engage research present publish paper department need research agenda align institution,Nursing,Area5,
1,department nursing adhere guideline define university manual operation extension,Nursing,Area6,
1,design extension program project base need problem adopt community research need problem adopt community undertaken result research shouid baseline information design program project,Nursing,Area6,
1,regular monitoring evaluation extension project undertaken continuously system monitoring evaluation design appropriate instrument monitoring evaluation also developed,Nursing,Area6,
1,faculty member department nursing actively participate extension community involvement project related activity,Nursing,Area6,
1,adopt community encourage participate actively planning implementation evaluation extension project,Nursing,Area6,
1,department nursing make effort generate additional fund extension program project,Nursing,Area6,
1,wider dissemination extension program project make,Nursing,Area6,
1,systematic continuous documentation extension program project related activity pursue vigorously,Nursing,Area6,
2,additional longterm project barangay encourage,Nursing,Area6,
2,policy procedure adopt internal audit control towards sustainability extension program project,Nursing,Area6,
2,new benchmark survey conduct program survey identify community health need problem resource,Nursing,Area6,
2,external linkage strengthen expand initiative teamwork administration moral support,Nursing,Area6,
2,university consider formulate comprehensive university extension development program academic unit contribute efficient delivery technology generate research,Nursing,Area6,
2,need design year development planprogramprojectactivity department extension activity likewise faculty member involve sustainability say planprogramprojectactivity give attention,Nursing,Area6,
psv,establish linkage extensionoriented agency department plan sustainable extension program collaboration agency raise fund extension activity,Nursing,Area6,
1,adapt integrate library system facilitate organization faster access library collection,Nursing,Area7,
1,conduct continue program staff development,Nursing,Area7,
1,improve ventilation reading area especially summer month,Nursing,Area7,
1,possible feasible install air conditioning unit area rare exhibit collection displayed prevent rapid deterioration material,Nursing,Area7,
2,core collection current edition book material continuously enhance,Nursing,Area7,
2,number volume collection per curricular need conform standard set forth academic program increase,Nursing,Area7,
2,library integrate system generates necessary service facilitates organization resource consider,Nursing,Area7,
2,administration consider instal security monitoring system cctv door detector concave mirror,Nursing,Area7,
2,additional airconditioning unit instal reading area library make place conducive learn,Nursing,Area7,
psv,add filipiniana collection textbook resource material author filipino author,Nursing,Area7,
psv,provide document show chief librarian pparticipants budget preparation,Nursing,Area7,
psv,complete list inventory library facility,Nursing,Area7,
1,dbm elusive fund partially available could way mean raise fund building university whose utilization not_fullymaximized additional building coilege nursing order,Nursing,Area8,
2,fire extinguisher mount accessible building firefighting equipment fire hose make available building college,Nursing,Area8,
2,pest control inspection periodically,Nursing,Area8,
2,student give responsibility maintenance beautification classroom,Nursing,Area8,
psv,complete inventory listing physical facility equipment furniture supply office function room sport facility food service student content accreditation center,Nursing,Area8,
psv,secure certificate occupancy dormitory,Nursing,Area8,
1,make simulated bh spacious look bh not_just two small room bed,Nursing,Area9,
1,amphitheater improve row seat elevate make high one front view especially room long,Nursing,Area9,
1,complete number tray nursing procedure prescribed ched,Nursing,Area9,
1,update contract affiliation,Nursing,Area9,
1,stock first aid kit drug emergency need,Nursing,Area9,
2,purchase additional supply equipment prioritize nursing art laboratory comply standard requirement ched,Nursing,Area9,
2,simulated bh room need space,Nursing,Area9,
2,first aid medicine cabinet equip require drug emergency need,Nursing,Area9,
psv,complete supply material first aid kit cabinet,Nursing,Area9,
psv,document training seminar attend faculty proper care laboratory,Nursing,Area9,
psv,complete kit inventory laboratory equipment apparatus material supply,Nursing,Area9,
1,complete acceptability survey start submit analyze survey result,Sociology,Area1,
1,mapping connectivity alignment among mission goal objective suggest serve guide revisit possible change make say statement,Sociology,Area1,
1,employability tracer study graduate consider feedbacking insight opportunity threat program,Sociology,Area1,
1,regular feedback alumnus consider would serve indicator program outcome achieve,Sociology,Area1,
2,strengthen system disseminate resort avenue,Sociology,Area1,
2,periodic inservice training seminar awareness acceptability consider,Sociology,Area1,
2,survey research result level participation formulation review revision could quantify meaningful,Sociology,Area1,
2,evidence job performance faculty staff document present,Sociology,Area1,
2,explore avenue disseminate beyond memorize include determine level understand comprehension appreciation synthesis evaluation,Sociology,Area1,
psv,make followup study sturdy cover wider number stakeholder disseminate copy concerned stakeholder,Sociology,Area1,
psv,constitute committee review edit present vmgos correct mistake grammar possible keep short simple brief enough interest adequate enough cover vital part,Sociology,Area1,
psv,incorporate discussion vmgos introductory part course syllabus ensure take integral part course,Sociology,Area1,
psv,dissemination revise vmgos include ilocano translation via various form medium enable clientele include nonenglish speak ilocanos understand hence appreciate wellcrafted document,Sociology,Area1,
